orderid,itemid,cmtid,ctime,rating,userid,shopid,comment,rating_star,skin_suitability,absorption,model_name
1.18142E+14,3034933556,9751300717,1665130165,1,125164859,423318317,"Skin Suitability:Yes
Absorption:Yes

So far baru guna seminggu.. Muka saya berminyak so far pakai rasa bersih.. Tidak ketat di muka.. I mean saya dah banyak cuba produk soo I know how it feel.. Sbb depends on kulit masing2... Sorry gambar tiada kaitan but diorg ada letak free gift ikat rambut sesuai ikat dekat baby... Hahahah... Soo yaaa... Packing dia pun ok",5,Yes,Yes,Petite CBC 30ml
1.23165E+14,3034933556,10195539238,1669821813,1,402795120,423318317,"Penghantaran cepat, bungkusan baik, service terbaik, harga products juga berbaloi.",5,,,QUICK & EASY KIT
1.16425E+14,3034933556,9535388134,1662966479,1,127303694,423318317,Tq seller ! Paling tak sabar nk guna serum sbb jerawat tgh byk skrg ni 😩😩 skrg repeat set boing2 before ni beli y full size 👍 tq jugak freegift 🥰,5,,,NEW Skintella Serum
1.12163E+14,3034933556,9064257686,1658656347,1,52220062,423318317,"Skin Suitability:Belum cuba lagi
Absorption:harap2 dapat memberi kebaikan dan manafaat

barang sampai dengan selamat...baru firstime nak guna produk ini...thank you",5,Belum cuba lagi,harap2 dapat memberi kebaikan dan manafaat,Coalface Soap
9.75727E+13,3034933556,7454112888,1644507971,1,39439181,423318317,"Skin Suitability:so far okay.
Absorption:good

Product receive in good condition. Also good for my skin (so far). Recommended seller. Thanks free gift Order 3hb, received 6hb",5,so far okay.,good,HoneyGlo + Free Mitt
1.08144E+14,3034933556,8598458950,1654598647,1,142418628,423318317,"Skin Suitability:i have oily skin and they both work great on my skin
Absorption:very great

i have used both of these products dah lama dah but baru first time beli from this seller. these products mmg my holy grail i suka pakai and works on my skin. and delivery mmg cpt sehari je dh sampai. so if anyone yg mencari good soothing products for redness and acne and delivery cpt beli la",5,i have oily skin and they both work great on my skin,very great,Travel Serum 2.0
9.02273E+13,3034933556,6596654383,1636957036,1,93374695,423318317,Thankyou seller. Barang cepat sampai. Packaging kemas. Tqqq so muchhh for the free gift 👍👍👍👍👍👍🤗🤗🤗🤗🤗🤗,5,,,Hyalumelon Toner
9.76472E+13,3034933556,7437985767,1644381565,1,309374448,423318317,"Skin Suitability:Suitable for my oily skin
Absorption:Cepat absorb

Penghantaran pun cepat.. seller siap bagi free gift.. so cute.. pembungkusan pun elok..barang semua ok x rosak .",5,Suitable for my oily skin,Cepat absorb,Skintella 2.0 15ml☘️
1.14919E+14,3034933556,9381486762,1661486680,1,33748029,423318317,"First time nak try.. Hopefully all good and suits my skin.. Thank you seller for the excellent service, wrap tebal and gives cute free gift😍 terbaikk",5,,,Rosa Glow Essence
9.35405E+13,3034933556,6974905199,1639986102,1,267817743,423318317,barang sampai dlm keadaan baik 💟 lajuuuuu ❤️ thank u seller barang best sangat sangat sangat,5,,,HoneyGlo + Free Mitt
1.08691E+14,3034933556,8708494622,1655516102,1,438862927,423318317,Memang best..this is my first try and really hydrating plus design cantik,5,,,Coalface Soap
1.30911E+14,3034933556,10868058306,1677415670,1,84042263,423318317,"Absorption:belum try tapi harap fast absorb
Skin Suitability:belum try lagi

Delivery sangat laju 👍🏻 thank you for the free gift",5,,,Cleansing SHERBET
1.27735E+14,3034933556,10646521148,1674888367,1,133721078,423318317,"Skin Suitability:I think suits all types of skin since it doesn’t over-moisturize, nor is it drying. But personally, I’ll recommend it to people with acne prone and combination to oily skin.

Thank you for the cute free gift! Sampai je I terus potong 6 HAHAH.",5,,,Coalface Soap
1.27414E+14,3034933556,10635002540,1674726552,1,12806623,423318317,"Skin Suitability:tak ssuai dgn kulit mnja saya

Produk okay je yg tak okay kulit sy je. Nasib beli trial huhuhu tp sunscreen mmg best. Cuma beg free mcm xbkualiti. Mlekat di packaging dan tcabut kulit nya. Sbb free kne redha jelah",4,,,QUICK & EASY KIT
1.12948E+14,3034933556,9155664515,1659521372,1,52845516,423318317,"Skin Suitability:combination skin
Absorption:good

Received in good condition. Repeat order sebab ni antara sabun yg sesuai dengan my skin. For me, sangat wort it. Tq seller bagi bnyak free gift. Semoga murah rezeki 👍🏼",5,combination skin,good,Coalface Soap
1.19807E+14,3034933556,9943279106,1667207007,1,28906425,423318317,Will repeat again,5,,,HoneyGlo Exfoliant
9.88012E+13,3034933556,7574645875,1645658353,1,68872958,423318317,"Skin Suitability:dry & oily
Absorption:cepat meresap

Best sangat pakai KAYMAN ni . Dari cleanser, essence sampailah ke moisturzer . Best sangat2 , lepas guna cleanser kulit muka rsa lembut sgtt , essence n moisturizer tk melekit dan cepat meresap . Next nk order serum pulakk . Thank you seller for the free gift 💃🏻",5,dry & oily,cepat meresap,Cleanser + Essence
1.21051E+14,3034933556,9997487122,1667839679,1,99140269,423318317,Received in a good condition and seller wrapped it well. Thanks for the free gift!,5,,,Hyalumelon Toner
9.69149E+13,3034933556,7439200393,1644389335,1,54551499,423318317,"Skin Suitability:dry

baru guna so far xnampak lagi perubahan. tp jerawat kecut",5,,,Boing-Boing Kit+Sock
1.07137E+14,3034933556,8689248938,1655345709,1,84032529,423318317,"Skin Suitability:suitable for all skin type
Absorption:good

Suntella memang sesuai sangat dengan kulit saya yang berminyak. Essence ni dah banyak kali pakai jadi saya repeat je untuk pudarkan kulit kusam dan parut. Serum pertama kali beli, setakat ni pakai okay x ada masalah. Terima kasih seller bagi free gift comel <3",5,suitable for all skin type,good,Travel Serum 1.0
1.1831E+14,3034933556,9729986854,1664898266,1,22656029,423318317,Loveeee. Before this pernah stop ￼pakai sebab ￼a ￼ bit pricyyy. Now start nak pakai ￼balikkk ￼ hehe,5,,,Soap + Serum
9.89112E+13,3034933556,7559620095,1645515052,1,137257297,423318317,"Good product
Good value for money
Fast delivery
Good service by seller",5,,,Skintella Moisturzer
1.16595E+14,3034933556,9668595468,1664257065,1,113321133,423318317,"Skin Suitability:Mcm tk sesuai
Absorption:Fast absorption

Dh pakai beberapa mggu. Mcm makin kering je skin naik tiny bumps. Tp seronok pkai hmm cemana tu ye haha",5,Mcm tk sesuai,Fast absorption,Hyalumelon Toner
9.46705E+13,3034933556,7111785909,1641224787,1,165434031,423318317,"Skin Suitability:💯
Absorption:10/10

Finally from serum trial upgraded to full bottle. Pakai trial tahun lepas tahan lebih kurang 3 bulan lah jugak. Sapu kat dark spots, alhamdulillah slowly gone semua dark spots. Kali ni harap bertahan 6 bulan 🤣

Also seller ni pantas betul, beli masa 1.1 hari tu, know2 today arrived 😍",5,💯,10-Oct,Skintella Serum
1.16829E+14,3034933556,9590236117,1663424130,1,166747697,423318317,item came in a good condition. giving this to my little sister as a gift as i pernah try pakai and it helps a lot with my scars.,5,,,NEW Skintella Serum
8.62301E+13,3034933556,6228107848,1633795506,1,540885189,423318317,"Thank you seller! By far the best seller! received in less than 24 hours!

Packaging very nice. Plus free gifts, got the cutest note book & headband . Sooo good! Excellent service by seller. Received with thanks.",5,,,
1.16438E+14,3034933556,9537007185,1662975149,1,142638048,423318317,"Skin Suitability:suitable with dry, acne prone skin
Absorption:good

Item was wrapped carefully",5,"suitable with dry, acne prone skin",good,NEW Coalberry
9.2033E+13,3034933556,6782078862,1638448589,1,76122736,423318317,"Just ordered yesterday! Like so fast the delivery was. Kudos to j&t 👍🏼 The product is really nice and got the free mitt too, thank you :) can’t wait to try",5,,,HoneyGlo + Free Mitt
1.1262E+14,3034933556,9126430369,1659241400,1,99140269,423318317,Received a bit dented but it’s okay bcs I know it’s the delivery fault. And thanks for the free gift.,5,,,Hyalumelon Toner
1.18387E+14,3034933556,9729798836,1664896270,1,225082509,423318317,"Skin Suitability:untuk mak saya.. byk pencuci dh try.. yg nie pling elok
Absorption:good

penghantaran cpt sgt.. siap bg bekas.. tq seller..",5,untuk mak saya.. byk pencuci dh try.. yg nie pling elok,good,Coalface Soap
9.95274E+13,3034933556,7606831377,1645966399,1,285456045,423318317,"Skin Suitability:bestttt I can’t live without it 🤣
Absorption:superrrr best!

First time bought from this seller. Kebetulan tgh ada sale and dah nak habis essence i. Lajuuuuuuuu 👍🏻 tq seller 🥰",5,bestttt I can’t live without it 🤣,superrrr best!,Rosa Glow Essence
1.09229E+14,3034933556,8732505536,1655735527,0,68325516,423318317,"Disappointed sebab mfg date dia not within this year, it is 07/2021. Also dekat bekas cleanser tu ada kesan2 calar tak tahu defect from factory ke apa kan. Thanks for the free gift so cute!",3,,,Coalberry Cleanser
9.23616E+13,3034933556,6848673621,1639058293,1,305744826,423318317,Good service 👌👌👌👌👌👌👌👌packaging superb! No damage at all. Delivery is good. So far perfect! Thank you 💗💗💗,5,,,Serum + Essence
9.77662E+13,3034933556,7512368205,1645073818,1,294118688,423318317,"Skin Suitability:great
Absorption:well-absorbed

This is my first time trying this, since my skin type is oily so i think it's suitable for me",5,great,well-absorbed,Coalface Soap
9.03431E+13,3034933556,6595323003,1636951712,1,68411410,423318317,"Received mine. Beli masa sales 11.11. Sangat berbaloi, penghantaran pon cepat. Thank you for the free gift. 
Very satisfied with the wrapping style and the service as well.",5,,,Hyalumelon Toner
1.10899E+14,3034933556,8925286405,1657450268,1,179839330,423318317,"Absorption:Good
Skin Suitability:Oily skin

Tq seller sbb terus pos!! Raya haji betul2 dah dapat dah boleh try new packaging even sama je formula 😂",5,,,NEW CoalBerry 💜
1.00063E+14,3034933556,7672030554,1646551361,1,77989202,423318317,Skin Suitability:barang sampai dengan selamat penghantaran cepat..harap sesuai dengan kulit ..thanks seller,5,,,Soap + Essence
1.15187E+14,3034933556,9394763778,1661597859,1,73283932,423318317,Order sampai dalam masa satu hari. Sangat laju. Barang dibalut dengan sungguh tebal dan rapi. Dapat bekas and brush untuk mix mask.,5,,,NEW Skintella Serum
1.1495E+14,3034933556,9384131469,1661504027,1,210159740,423318317,Dapat free gift. Seller post out on the same day payment. 👍🏽👌,5,,,NEW Skintella Serum
1.04313E+14,3034933556,8180395381,1650815522,1,68448296,423318317,"Skin Suitability:i have dry skin so this toner really suits me well sebab dia ada HA.
Absorption:cepat meresap, muka rasa moist toing toing hehe",5,,,Hyalumelon Toner
9.14244E+13,3034933556,6722245671,1637911518,1,46636580,423318317,cepat bthol sampai 🤣 thnkyou ramai samgat pakai jadi try cuba test mana tahu shantik. Barang sampai dalam keadaan sangat memuaskan. Double wrapping yea. safety kalau terbaling pon. TERIMA KASIH,5,,,Skintella Serum
1.07142E+14,3034933556,8497761170,1653667087,1,95937315,423318317,"Skin Suitability:oily skin
Absorption:Good

Purchase on 25/5/22 received on 27/5/22. Very good service. 2nd time purchased.",5,oily skin,Good,Coalberry Cleanser
1.1547E+14,3034933556,9460627406,1662259855,1,40725663,423318317,"Absorption:okay
Skin Suitability:tak pasti

baru nak mencuba",5,,,Skintella Moisturzer
1.15917E+14,3034933556,9480604640,1662457480,1,244168813,423318317,"thank you seller , dapat 2 freegift hehe . Barang semua okay sampai pun cepat",5,,,Bundle Soap x 3
1.13876E+14,3034933556,9340515253,1661092042,0,81780870,423318317,"Place order: 11/8
Order received: 21/8

Brg smpai lmbt. Sempat lost sbb order tak dpt track. Contact seller tapi seller tak respond pun. Nasib smpai juga.",3,,,NEW Skintella Serum
1.04111E+14,3034933556,8179739460,1650810603,1,305744826,423318317,"Skin Suitability:10/10
Absorption:10/10

Kali ketiga repeat order kat shopee yg sama. Packaging 10000/1000. Kotak pun tkda calar sikit. Delivery pun cepat.",5,10-Oct,10-Oct,Skintella Moisturzer
1.10165E+14,3034933556,8836488097,1656668358,1,86920338,423318317,Bagis..agak lambat sikit..tp ok la..brg sampi dah…tq so much yer…nnt beli lagi,5,,,Cleanser + Essence
1.10465E+14,3034933556,8977213016,1657861626,1,70336236,423318317,"Skin Suitability:dry and oily

Baru try pakai . But first pakai pun mmg jenis tak berminyak n okay dgn skin",5,,,Hyalumelon Toner
1.31515E+14,3034933556,11184767244,1680756579,1,335223754,423318317,"Skin Suitability:okay not bad

Cleanser yg gentle, tak rasa tegang, I realised that my parut already pudar skit since i pkai this cleanser",5,,,NEW Coalberry
1.30844E+14,3034933556,11014934820,1678964248,1,318054562,423318317,"Skin Suitability:great
Absorption:good

Dah repeat beli buat kali ke berapa dah. Memang best dan sesuai untuk kulit saya. Muka dah flawless sejak pkai sabun ni",5,great,good,Coalface Soap
1.33612E+14,3034933556,11137762212,1680288244,1,9973689,423318317,So far seller oky. Bnyk gift bagi. Present for my bff so tkleh nk review,5,,,HoneyGlo Exfoliant
1.32491E+14,3034933556,11036899368,1679219426,1,73528536,423318317,Order received 🫶🏼 thank you seller for the free gifts. Calendar cantik!,5,,,Skintella Moisturzer
1.33373E+14,3034933556,11162535295,1680537770,1,319657001,423318317,"Skin Suitability:dry
Absorption:dry skin

Baik baik apa apa pun terbaik delivary agak la at sikit tapi tak apa",5,dry,dry skin,Skintella Moisturzer
1.33541E+14,3034933556,11134971402,1680261157,1,189156468,423318317,"Skin Suitability:belum try but I hope okey
Absorption:cepat meresap

Packaging dia sangat cun, hygiene terjaga, semoga sesuai dgn kulit",5,belum try but I hope okey,cepat meresap,NEW Skintella Serum
1.33621E+14,3034933556,11129936009,1680225427,1,99140269,423318317,Received in a good condition and fast delivery. Thank you seller.,5,,,Hyalumelon Toner
1.31475E+14,3034933556,11091290594,1679833301,1,13713585,423318317,"Absorption:ok
Skin Suitability:ok ok ja

Safely arrived in good  condition 
No crack or broken 
Good packaging 
Fast delivery 
Sent wrong item.ordered rosa glow but received hgne.but its ok la since bothpun essence",4,,,NEW Skintella Serum
1.30955E+14,3034933556,10870714650,1677467457,1,327521521,423318317,"Skin Suitability:It suitable for me
Absorption:I don't how to describe but it's okay for me

My second time using this coalface soap, I hope it can help me to get better skin like before this. 

Thank you for the free gift!

Post pun cepat je sampai, terbaik 👍🏻",5,It suitable for me,I don't how to describe but it's okay for me,Coalface Soap
1.30706E+14,3034933556,10852848373,1677226710,1,116264044,423318317,"Ordered:22/2
Arrived:24/2
Penghantaran laju. Dah masuk tahun ke-4 guna kayman. Thanks sellerr bgi bekas freeee",5,,,Coalface Soap
1.29994E+14,3034933556,10823711453,1676882125,1,188314228,423318317,"Items received in a good condition, all ok, fast delivery, fast response from seller, satisfied, tqvm",5,,,Petite CBC 30ml
1.29976E+14,3034933556,10799140029,1676590308,1,5273243,423318317,Receive item in good condition. Thank you seller for your service,5,,,Travel Essence 30ml
1.29864E+14,3034933556,10789945868,1676470139,1,271783890,423318317,"Skin Suitability:selesa di pakai
Absorption:pos cepat

tq kay man produk yg berkauliti dan menyakinkan saya.",5,selesa di pakai,pos cepat,Travel Essence 30ml
1.29638E+14,3034933556,10765435120,1676193143,1,88756848,423318317,"Absorption:👍🏻👍🏻👍🏻
Skin Suitability:Before this pernah try, re-try back now

Hope suitable as usual..thanks for the free gift ade 3 free gift TQTQ",5,,,Soap + Serum
1.29563E+14,3034933556,10759334187,1676114081,1,106820226,423318317,"Received my Kayman product with good condition😍
Thank you seller for good service👍",5,,,Soap + Serum
1.28938E+14,3034933556,10694603952,1675451655,1,55515889,423318317,"Skin Suitability:Suits my skin
Absorption:Fast absorption

Loved Kayman range since forever! Will be first time using honeyglo range hopefully it suits my skin just like the rest 😁 and minis are to die forrrrrr! Thanx seller for the fast delivery and free gift and correct items!",5,Suits my skin,Fast absorption,Meant To Be COMBO
1.284E+14,3034933556,10641575035,1674815142,1,18095260,423318317,"Bagus
Baik
Cepat
Ok
Suka
Laju
Pantas
Ada
Free
Gift
Satu
Harap
Ok",5,,,Skintella Moisturzer
1.27201E+14,3034933556,10564312603,1673778505,1,151861735,423318317,"As always, i will repeat this toner many time cs its soooooo good for my sensitive skin. Its hydrate and sooth my skin. I’ve tried many brand but kayman toner is my holy grail ✨

One tip: i always refill this toner in a small bottle (pink in picture) for my travel kits. It’s easier and not much space needed. ✌🏻",5,,,Hyalumelon Toner
1.26023E+14,3034933556,10550451788,1673617918,1,75741270,423318317,"Safely received my items. Recommended seller, thanks a lot.",5,,,Hyalumelon Toner
1.268E+14,3034933556,10559709276,1673720051,1,198151077,423318317,"Skin Suitability:great
Absorption:outstanding

Thank you seller, been wearing this brand for 3 months now. Worked well on my skin, loved it!",5,great,outstanding,QUICK & EASY KIT
1.26242E+14,3034933556,10476876163,1672884105,1,23602908,423318317,"Bestnyeeee dapat free gift mask!

CFS works wonder on my sensitive skin. Even my skin tak sesuai dgn any cleanser/product yang berbuih, tapi csf tak irritated my skin alhamdulillah bro",5,,,Coalface Soap
1.26069E+14,3034933556,10476609785,1672881136,1,197849745,423318317,"Fast delivery, order pagi petang seller dah shipped out barang. And ada freegift. Very trusted seller. My second time using this serum and daboommm.",5,,,NEW Skintella Serum
1.25844E+14,3034933556,10489558793,1672995870,1,34561321,423318317,"Skin Suitability:Bagus untuk kulit berjerawat

Sabun coalsoap sesuai utk kulit berjerawat.. Cuci muka rasa bersih.",5,,,Coalface Soap
1.25032E+14,3034933556,10405395225,1672028837,1,63342244,423318317,"Skin Suitability:suitable
Absorption:great

Great product. Great seller. Hope you sell plenty in the future.",5,suitable,great,Petite Suntella 15ml
1.21503E+14,3034933556,9999781044,1667880018,1,78548715,423318317,"Product sampai semua cukup siap seller bagi banyak free gift!! Thank you so much seller,🥰 order 7/11 pukul 2pm, 8/11 pukul 12pm dah sampai, fast delivery 👍 wrap pun tebal and takde barang rosak, 🌟 🌟 🌟 🌟 🌟",5,,,Serum + Moisturizer
1.22787E+14,3034933556,10333366874,1671249704,1,4391583,423318317,"Skin Suitability:sesuai
Absorption:deep cleanse

Terbaik. Sesuai dgn muka. Kulit rasa fresh dan cerah sikit",5,sesuai,deep cleanse,Coalface Soap
1.21939E+14,3034933556,10300802507,1670990360,1,66486103,423318317,RM0 UMobile: Last Day for Special 12.12 Promo! Purchase 10GB 5G Data for ONLY RM12/week +FREE 12GB High-Speed Data! Reply P6 or visit u.my/sale ! T&C: u.my/fgb,5,,,Skintella Moisturzer
1.24511E+14,3034933556,10354526236,1671449151,1,185218375,423318317,"Skin Suitability:suit my sensitive and combo

Like how soft the honeyglo exfoliant. It doesnt cause me a breakout after using it.

First try on the gel cleanser previously been using the cleanser bar.",5,,,HoneyGlo Exfoliant
1.23783E+14,3034933556,10256254011,1670498678,1,13271156,423318317,"Skin Suitability:exfoliant is effective

Here for exfoliant only bcs heard that the product received an award. but later realize that I should buy moisturizer,essence&sunblock too bcs all is important 😂 So far used exfoliant day 1, its magic! My skins feels soft instantly. Before, it felt rough & there were tiny bumps! Just avoid eye contact with this. Overall, seller is very kind gave free mask ❤️🥺",5,,,HoneyGlo Exfoliant
1.23698E+14,3034933556,10246670000,1670403000,1,81070170,423318317,"Skin Suitability:Suitable for sensitive skin
Absorption:easily absorbed

Thank you seller for the free gift! Will order again from you!",5,Suitable for sensitive skin,easily absorbed,Serum + Moisturizer
1.23332E+14,3034933556,10214913776,1670044514,1,168766239,423318317,"Skin Suitability:ok
Absorption:ok

item received in good condition. fast delivery. good quality product with cheap price. great service by seller.",5,ok,ok,NEW Coalberry
1.24091E+14,3034933556,10264435354,1670585399,1,366440644,423318317,"Skin Suitability:acne prone
Absorption:fast absorb

My fav local skincare. Kalau jenis ada open pores and acne best pakai tatagaltier and kayman cleanser. Sebab dia akan sooth kan acne kita 🥰 plastic wrap pun tebal boleh lambung'2 lg😜🤭",5,acne prone,fast absorb,NEW Coalberry
1.1806E+14,3034933556,9721002370,1664802673,1,231480842,423318317,"Skin Suitability:suitable for oily skin
Absorption:fast absorption

received mine! so far okay pakai serum and essence. baru nak try moisturizer. harap berkesan juga 🤭 but so far saya sukaa product kaymannn. thank you seller for the free bougas beauty’s makeup removing wipes, hair comb and getah rambut 😍",5,suitable for oily skin,fast absorption,Serum + Moisturizer
1.23316E+14,3034933556,10193993983,1669810648,1,83865216,423318317,Delivery laju. Baru 2 hari lepas order dah sampai thank you so much,5,,,Hyalumelon Toner
1.23051E+14,3034933556,10232013446,1670237037,1,121613511,423318317,"Skin Suitability:suit my skin very well

Thank you seller bagi free MEM gonna buy from this shop again in future",5,,,Cleanser + Essence
1.20923E+14,3034933556,9980826680,1667639426,1,119364934,423318317,"Skin Suitability:okay...
Absorption:okay...

hi! barang dah sampai! harap product ni sesuai la dengan kulit saya, lepas seminggu saya edit balik ye😍😍😍",5,okay...,okay...,Serum + Moisturizer
1.21006E+14,3034933556,10178909657,1669652799,1,384837070,423318317,gambar tiada kaitan barang sampai dengan selamat cepat dan bagus,5,,,Hyalumelon Toner
1.21925E+14,3034933556,10053565554,1668426470,1,136565710,423318317,"Absorption:yes
Skin Suitability:Not wear yet

First time nak try hope it okay and suitable with my skin. Really cepat absorb dalam skin.",5,,,Hyalumelon Toner
1.136E+14,3034933556,9245294226,1660291902,1,112585759,423318317,"Skin Suitability:first time
Absorption:hope it do wonder!

The service is really good. Fast shipping and nice packaging with cute hair tie. The product not yet try. This is my first time. So hope does it really wonder my skin that is oily. Recommended to all for this seller service",5,first time,hope it do wonder!,Skintella Moisturzer
1.21169E+14,3034933556,9978543475,1667620054,1,44757540,423318317,"Skin Suitability:Suitable for my skin dry skin
Absorption:Well absorption

Thank you seller mmng pakai sabun ni je cuci muka so sar okay jela takde effect apa2. Penghantaran laju 3 hari je. Thank you free gift.",5,Suitable for my skin dry skin,Well absorption,Coalface Soap
1.21512E+14,3034933556,10083381130,1668679020,1,80417101,423318317,"Skin Suitability:good for redness & inflammation
Absorption:absorp nicely

Beli sebab previous one dah habis. Suka sebab sesuai dgn muka. Lepastu ada promo haritu. Siap dpt free gift kayman punya mask. Tak sabar nak try! Seller bungkus barang elok! Recommended!",5,good for redness & inflammation,absorp nicely,NEW Skintella Serum
